Column1,X,date,year,day,hhmmss,pixel_number,BH_Block,BH_Vine,BH_Leaf,round,E,A,Ci,gsw,Fv.Fm,Leaf_wp_bar,Stem_wp_bar,Leak,wrong_vine,Tleaf,leaf_temp_C
1260,630,NA,2019,182,NA,48,B3_R3,5,1,2,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1261,631,NA,2019,182,NA,48,B3_R3,5,1,3,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1262,631,NA,2019,206,NA,23,B2_R1,4,1,1,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1263,632,NA,2019,182,NA,48,B3_R3,5,1,4,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1264,632,NA,2019,206,NA,23,B2_R1,4,1,2,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1265,633,NA,2019,182,NA,48,B3_R3,5,1,5,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1266,633,NA,2019,206,NA,23,B2_R1,4,1,3,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1693,847,7/12/2019,2019,193,2:16:38 PM,78,B3_R2,3,2,4,0.006851515,15.61238045,236.6405925,0.180232226,0.760068969,NA,NA,NA,NA,41.45435161,NA
1268,634,NA,2019,206,NA,23,B2_R1,4,1,4,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1269,635,NA,2019,193,NA,48,B3_R3,5,1,1,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1270,635,NA,2019,206,NA,23,B2_R1,4,1,5,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1695,848,7/12/2019,2019,193,5:14:11 PM,78,B3_R2,3,2,5,0.004343213,10.52973578,213.7841141,0.105268687,0.822410922,NA,NA,NA,NA,42.19879032,NA
1272,636,NA,2019,193,NA,48,B3_R3,5,1,2,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1697,849,7/12/2019,2019,193,7:42:08 PM,78,B3_R2,3,2,6,0.000707493,3.010142021,195.17857,0.025397358,0.760068969,NA,NA,NA,NA,34.88796774,NA
1705,853,7/12/2019,2019,193,9:20:28 AM,78,B3_R2,6,2,2,0.001977768,9.030560494,212.7328763,0.083914212,0.760068969,NA,NA,NA,NA,32.11573871,NA
1707,854,7/12/2019,2019,193,12:03:56 PM,78,B3_R2,6,2,3,0.003375505,9.543880161,209.3529457,0.090568432,0.760068969,NA,NA,NA,NA,39.51091935,NA
1276,638,NA,2019,193,NA,48,B3_R3,5,1,4,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1709,855,7/12/2019,2019,193,2:22:52 PM,78,B3_R2,6,2,4,0.005475652,11.34883068,248.9501451,0.144124288,0.760068969,NA,NA,NA,NA,41.75395484,NA
1278,639,NA,2019,193,NA,48,B3_R3,5,1,5,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1711,856,7/12/2019,2019,193,5:08:28 PM,78,B3_R2,6,2,5,0.002925389,5.849340933,251.1688814,0.074257044,0.822410922,NA,NA,NA,NA,41.8350129,NA
1280,640,NA,2019,193,NA,48,B3_R3,5,1,6,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1713,857,7/12/2019,2019,193,7:50:18 PM,78,B3_R2,6,2,6,0.000464338,1.872452422,204.4619851,0.016670047,0.760068969,NA,NA,NA,NA,34.74993871,NA
1282,641,NA,2019,213,NA,23,B2_R1,4,1,1,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1715,858,7/12/2019,2019,193,9:29:41 AM,48,B3_R3,1,2,2,0.001810212,9.002973862,202.6140516,0.079350437,0.760068969,NA,NA,NA,NA,32.14452258,NA
1284,642,NA,2019,213,NA,23,B2_R1,4,1,2,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1717,859,7/12/2019,2019,193,12:17:55 PM,48,B3_R3,1,2,3,0.003136948,10.50804941,199.9726167,0.093420542,0.760068969,NA,NA,NA,NA,38.45328387,NA
1286,643,NA,2019,213,NA,23,B2_R1,4,1,3,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1719,860,7/12/2019,2019,193,2:33:19 PM,48,B3_R3,1,2,4,0.003374746,9.619749107,175.0394979,0.076746527,0.760068969,NA,NA,NA,NA,43.09381613,NA
1288,644,NA,2019,213,NA,23,B2_R1,4,1,4,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1289,645,NA,2019,182,NA,48,B3_R3,6,1,5,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1290,645,NA,2019,213,NA,23,B2_R1,4,1,5,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1721,861,7/12/2019,2019,193,5:30:49 PM,48,B3_R3,1,2,5,0.002049792,4.926661856,217.5370179,0.04918147,0.822410922,NA,NA,NA,NA,41.72235806,NA
1723,862,7/12/2019,2019,193,8:00:39 PM,48,B3_R3,1,2,6,0.000349646,1.92662287,148.4552358,0.012913278,0.760068969,NA,NA,NA,NA,34.32085484,NA
1739,870,7/12/2019,2019,193,9:37:06 AM,48,B3_R3,3,2,2,0.000367056,1.995357481,168.5454697,0.01456268,0.760068969,NA,NA,NA,NA,32.94402258,NA
1294,647,NA,2019,193,NA,48,B3_R3,6,1,1,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1741,871,7/12/2019,2019,193,12:24:23 PM,48,B3_R3,3,2,3,0.00145048,5.478612907,126.5284647,0.034503188,0.760068969,NA,NA,NA,NA,40.8401,NA
1743,872,7/12/2019,2019,193,11:30:01 AM,48,B3_R3,3,2,3,0.002018589,7.874712966,162.5943679,0.057891333,0.822410922,NA,NA,NA,NA,38.30172903,NA
1745,873,7/12/2019,2019,193,2:38:28 PM,48,B3_R3,3,2,4,0.001796234,7.173958275,78.4178763,0.038182569,0.760068969,NA,NA,NA,NA,43.93186452,NA
1747,874,7/12/2019,2019,193,5:35:21 PM,48,B3_R3,3,2,5,0.001751425,4.331689038,207.4881125,0.041158917,0.822410922,NA,NA,NA,NA,41.8537871,NA
1749,875,7/12/2019,2019,193,8:06:03 PM,48,B3_R3,3,2,6,0.000558031,2.937564173,165.8246283,0.021289057,0.760068969,NA,NA,NA,NA,33.93683226,NA
1751,876,7/12/2019,2019,193,11:35:17 AM,48,B3_R3,5,2,3,0.002471948,9.188593133,170.1674347,0.069989481,0.822410922,NA,NA,NA,NA,38.60918387,NA
1759,880,7/12/2019,2019,193,9:43:49 AM,48,B3_R3,6,2,2,0.002013651,10.12683681,197.1463972,0.088325622,0.760068969,NA,NA,NA,NA,32.55760645,NA
1761,881,7/12/2019,2019,193,12:29:44 PM,48,B3_R3,6,2,3,0.002863421,9.71299896,172.2607713,0.075422083,0.760068969,NA,NA,NA,NA,40.08184839,NA
1763,882,7/12/2019,2019,193,2:44:05 PM,48,B3_R3,6,2,4,0.001700989,6.049624175,114.713621,0.036629241,0.760068969,NA,NA,NA,NA,43.76820645,NA
1765,883,7/12/2019,2019,193,5:41:12 PM,48,B3_R3,6,2,5,0.001296628,2.67793832,242.498734,0.031592544,0.822410922,NA,NA,NA,NA,41.5386129,NA
1767,884,7/12/2019,2019,193,8:12:58 PM,48,B3_R3,6,2,6,0.000193753,1.039340798,166.7224577,0.007542855,0.760068969,NA,NA,NA,NA,33.42364839,NA
1769,885,7/12/2019,2019,193,8:55:25 AM,35,B1_R1,1,3,2,0.000733544,4.396529224,201.9696787,0.037579477,0.822410922,NA,NA,NA,NA,28.58254194,NA
1771,886,7/12/2019,2019,193,12:06:13 PM,35,B1_R1,1,3,3,0.005243093,13.34871751,248.9958597,0.165223951,0.822410922,NA,NA,NA,NA,37.00967742,NA
1773,887,7/12/2019,2019,193,5:26:00 PM,35,B1_R1,1,3,5,0.001227843,4.280093523,157.390465,0.030599075,0.760068969,NA,NA,NA,NA,41.62948065,NA
1775,888,7/12/2019,2019,193,7:37:56 PM,35,B1_R1,1,3,6,0.000340316,4.670849363,1.221811806,0.01936514,0.822410922,NA,NA,NA,NA,34.87115484,NA
1795,898,7/12/2019,2019,193,9:00:14 AM,35,B1_R1,4,3,2,0.00283142,12.89152118,269.9137735,0.178411195,0.822410922,NA,NA,NA,NA,27.94603548,NA
1797,899,7/12/2019,2019,193,12:12:17 PM,35,B1_R1,4,3,3,0.002624451,9.130277391,178.8203938,0.072666325,0.822410922,NA,NA,NA,NA,38.9795,NA
1312,656,NA,2019,248,NA,23,B2_R1,4,1,1,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1799,900,7/12/2019,2019,193,2:33:47 PM,35,B1_R1,4,3,4,0.002190649,7.386872423,131.9605061,0.048500413,0.822410922,NA,NA,NA,NA,42.76420968,NA
1314,657,NA,2019,248,NA,23,B2_R1,4,1,2,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1801,901,7/12/2019,2019,193,5:31:21 PM,35,B1_R1,4,3,5,0.004303484,9.783813601,229.7577701,0.107479064,0.760068969,NA,NA,NA,NA,41.88249355,NA
1316,658,NA,2019,248,NA,23,B2_R1,4,1,3,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1803,902,7/12/2019,2019,193,7:43:11 PM,35,B1_R1,4,3,6,0.000320369,1.709757741,188.1243939,0.013693724,0.822410922,NA,NA,NA,NA,33.24134516,NA
1318,659,NA,2019,248,NA,23,B2_R1,4,1,4,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1813,907,7/12/2019,2019,193,9:04:42 AM,35,B1_R1,6,3,2,0.002843932,12.61492954,269.7417798,0.175357817,0.822410922,NA,NA,NA,NA,28.04249677,NA
1320,660,NA,2019,248,NA,23,B2_R1,4,1,5,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1815,908,7/12/2019,2019,193,12:17:18 PM,35,B1_R1,6,3,3,0.007351308,18.93274694,249.0580788,0.235015936,0.822410922,NA,NA,NA,NA,37.71042903,NA
1817,909,7/12/2019,2019,193,2:27:12 PM,35,B1_R1,6,3,4,0.005141382,10.66396374,264.5141261,0.150026353,0.822410922,NA,NA,NA,NA,40.53787097,NA
1819,910,7/12/2019,2019,193,5:36:12 PM,35,B1_R1,6,3,5,0.007017436,14.98689471,252.8637598,0.19756117,0.760068969,NA,NA,NA,NA,40.77281613,NA
1821,911,7/12/2019,2019,193,7:47:26 PM,35,B1_R1,6,3,6,0.00079754,3.669809285,187.837522,0.029672509,0.822410922,NA,NA,NA,NA,34.35416129,NA
1829,915,7/12/2019,2019,193,9:18:01 AM,45,B1_R2,1,3,2,0.001488624,8.703462056,189.6109323,0.071681755,0.822410922,NA,NA,NA,NA,29.96215484,NA
1831,916,7/12/2019,2019,193,11:45:37 AM,45,B1_R2,1,3,3,0.002814954,9.294065363,217.6135817,0.090787234,0.822410922,NA,NA,NA,NA,37.85098065,NA
1833,917,7/12/2019,2019,193,11:49:42 AM,45,B1_R2,1,3,3,0.002440556,9.376721311,155.8233764,0.067130574,0.822410922,NA,NA,NA,NA,39.08886774,NA
1835,918,7/12/2019,2019,193,1:55:53 PM,45,B1_R2,1,3,4,0.001931033,3.793705677,244.2235224,0.045396828,0.822410922,NA,NA,NA,NA,42.06882581,NA
1837,919,7/12/2019,2019,193,5:07:49 PM,45,B1_R2,1,3,5,0.002746389,4.730730817,252.7805292,0.0620088,0.760068969,NA,NA,NA,NA,43.48618387,NA
1839,920,7/12/2019,2019,193,7:21:16 PM,45,B1_R2,1,3,6,0.000428306,1.321213711,284.3701969,0.020457416,0.822410922,NA,NA,NA,NA,36.09856452,NA
1851,926,7/12/2019,2019,193,9:23:07 AM,45,B1_R2,4,3,2,0.000744834,6.404010631,103.9411153,0.035900436,0.822410922,NA,NA,NA,NA,30.06099032,NA
1332,666,NA,2019,209,NA,23,B2_R1,5,1,1,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1853,927,7/12/2019,2019,193,11:52:53 AM,45,B1_R2,4,3,3,0.002084773,7.516572113,159.3636634,0.054420387,0.822410922,NA,NA,NA,NA,39.68217097,NA
1334,667,NA,2019,209,NA,23,B2_R1,5,1,2,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1855,928,7/12/2019,2019,193,2:02:02 PM,45,B1_R2,4,3,4,0.00080487,1.658906606,219.3058916,0.016968553,0.822410922,NA,NA,NA,NA,43.5331871,NA
1336,668,NA,2019,209,NA,23,B2_R1,5,1,3,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1857,929,7/12/2019,2019,193,5:14:23 PM,45,B1_R2,4,3,5,0.002137702,4.209741487,235.9875884,0.048252657,0.760068969,NA,NA,NA,NA,43.16754839,NA
1338,669,NA,2019,209,NA,23,B2_R1,5,1,4,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1859,930,7/12/2019,2019,193,7:25:38 PM,45,B1_R2,4,3,6,0.000716123,5.42368865,158.8041014,0.037666466,0.822410922,NA,NA,NA,NA,35.62665806,NA
1340,670,NA,2019,209,NA,23,B2_R1,5,1,5,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1869,935,7/12/2019,2019,193,9:26:39 AM,45,B1_R2,6,3,2,0.00239914,10.27668395,237.6623965,0.111809987,0.822410922,NA,NA,NA,NA,30.51914516,NA
1871,936,7/12/2019,2019,193,11:57:29 AM,45,B1_R2,6,3,3,0.003056695,10.59417356,190.6217129,0.089362867,0.822410922,NA,NA,NA,NA,38.41214194,NA
1873,937,7/12/2019,2019,193,2:07:04 PM,45,B1_R2,6,3,4,0.002106753,3.077061893,268.7596422,0.046753155,0.822410922,NA,NA,NA,NA,42.78296129,NA
1875,938,7/12/2019,2019,193,5:19:43 PM,45,B1_R2,6,3,5,0.002281388,5.547108138,195.2696748,0.049831299,0.760068969,NA,NA,NA,NA,43.19630645,NA
1877,939,7/12/2019,2019,193,7:30:08 PM,45,B1_R2,6,3,6,0.000234017,3.066372105,-0.100193839,0.012487279,0.822410922,NA,NA,NA,NA,35.00036129,NA
1887,944,7/12/2019,2019,193,1:40:39 PM,55,B1_R3,2,3,4,0.001233528,0.266976719,354.7692456,0.026044076,0.822410922,NA,NA,NA,NA,42.5583129,NA
1889,945,7/12/2019,2019,193,4:48:53 PM,55,B1_R3,2,3,5,0.002812831,5.339412003,206.8635373,0.053052769,0.760068969,NA,NA,NA,NA,45.71845484,NA
1891,946,7/12/2019,2019,193,7:06:41 PM,55,B1_R3,2,3,6,-0.0002546,2.250396801,722.4449052,-0.010466052,0.822410922,NA,NA,NA,NA,36.95787419,NA
1903,952,7/12/2019,2019,193,8:43:29 AM,55,B1_R3,3,3,2,0.002621347,13.83993157,238.8932411,0.153128636,0.822410922,NA,NA,NA,NA,27.75072903,NA
1905,953,7/12/2019,2019,193,1:31:39 PM,55,B1_R3,3,3,4,0.000177166,1.47065771,-170.7878241,0.004191511,0.822410922,NA,NA,NA,NA,41.69473548,NA
1907,954,7/12/2019,2019,193,4:54:50 PM,55,B1_R3,3,3,5,0.002390998,4.457927931,225.1059375,0.048220153,0.760068969,NA,NA,NA,NA,44.95268065,NA
1352,676,NA,2019,227,NA,23,B2_R1,5,1,1,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1909,955,7/12/2019,2019,193,7:10:32 PM,55,B1_R3,3,3,6,-6.92e-05,0.748070269,805.2259797,-0.002788741,0.822410922,NA,NA,NA,NA,37.00128065,NA
1354,677,NA,2019,227,NA,23,B2_R1,5,1,2,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1919,960,7/12/2019,2019,193,8:47:51 AM,55,B1_R3,6,3,2,0.000982522,8.583658491,116.3127078,0.050370392,0.822410922,NA,NA,NA,NA,28.70557097,NA
1356,678,NA,2019,227,NA,23,B2_R1,5,1,3,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1921,961,7/12/2019,2019,193,1:36:31 PM,55,B1_R3,6,3,4,0.001766099,3.105402382,281.0887094,0.051837101,0.822410922,NA,NA,NA,NA,40.13526774,NA
1358,679,NA,2019,227,NA,23,B2_R1,5,1,4,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1923,962,7/12/2019,2019,193,4:59:31 PM,55,B1_R3,6,3,5,0.003249205,6.481043263,222.1216413,0.06858259,0.760068969,NA,NA,NA,NA,44.40524194,NA
1360,680,NA,2019,227,NA,23,B2_R1,5,1,5,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1925,963,7/12/2019,2019,193,7:14:38 PM,55,B1_R3,6,3,6,0.000815484,4.640512134,188.3994461,0.037250462,0.822410922,NA,NA,NA,NA,36.46245161,NA
1362,681,NA,2019,232,NA,23,B2_R1,5,1,1,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1933,967,7/12/2019,2019,193,8:10:15 AM,13,B2_R1,2,3,2,0.001620791,8.191205257,264.4008365,0.106802657,0.760068969,NA,NA,NA,NA,25.24028387,NA
1364,682,NA,2019,232,NA,23,B2_R1,5,1,2,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1935,968,7/12/2019,2019,193,10:57:10 AM,13,B2_R1,2,3,3,0.007496973,22.99163602,267.034681,0.329555699,0.760068969,NA,NA,NA,NA,32.77557742,NA
1366,683,NA,2019,232,NA,23,B2_R1,5,1,3,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1937,969,7/12/2019,2019,193,1:23:50 PM,13,B2_R1,2,3,4,0.006255014,17.33628302,222.0881317,0.179572941,0.760068969,NA,NA,NA,NA,39.21763548,NA
1368,684,NA,2019,232,NA,23,B2_R1,5,1,4,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1939,970,7/12/2019,2019,193,4:26:22 PM,13,B2_R1,2,3,5,0.002441797,4.637808579,253.0398168,0.059912399,0.822410922,NA,NA,NA,NA,42.40943548,NA
1370,685,NA,2019,232,NA,23,B2_R1,5,1,5,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1941,971,7/12/2019,2019,193,6:54:36 PM,13,B2_R1,2,3,6,0.000646195,-0.032079864,381.8126543,0.01963588,0.760068969,NA,NA,NA,NA,38.0651871,NA
1951,976,7/12/2019,2019,193,8:20:23 AM,13,B2_R1,3,3,2,0.004514789,16.26294423,295.1216343,0.292900104,0.760068969,NA,NA,NA,NA,26.89474839,NA
1953,977,7/12/2019,2019,193,11:03:35 AM,13,B2_R1,3,3,3,0.00292527,12.50484077,177.1880422,0.098273106,0.760068969,NA,NA,NA,NA,35.81109355,NA
1955,978,7/12/2019,2019,193,1:32:12 PM,13,B2_R1,3,3,4,0.001828648,4.371671475,215.8034501,0.043288248,0.760068969,NA,NA,NA,NA,41.59592581,NA
1957,979,7/12/2019,2019,193,4:34:02 PM,13,B2_R1,3,3,5,0.00341329,6.923223194,248.0067145,0.086516029,0.822410922,NA,NA,NA,NA,42.00686452,NA
1959,980,7/12/2019,2019,193,7:00:07 PM,13,B2_R1,4,3,6,0.001380093,4.772690836,204.7958035,0.043020313,0.760068969,NA,NA,NA,NA,37.45975484,NA
1965,983,7/12/2019,2019,193,8:27:23 AM,13,B2_R1,6,3,2,0.001807691,9.690120366,233.7535307,0.102134464,0.760068969,NA,NA,NA,NA,27.79490968,NA
1967,984,7/12/2019,2019,193,11:10:52 AM,13,B2_R1,6,3,3,0.006756719,18.47693745,258.9619943,0.248758239,0.760068969,NA,NA,NA,NA,35.62887419,NA
1969,985,7/12/2019,2019,193,1:38:38 PM,13,B2_R1,6,3,4,0.009996689,20.8266505,265.6497748,0.310212087,0.760068969,NA,NA,NA,NA,39.62925161,NA
1971,986,7/12/2019,2019,193,4:37:54 PM,13,B2_R1,6,3,5,0.006482608,15.07309982,228.6827188,0.169084588,0.822410922,NA,NA,NA,NA,41.51764516,NA
1973,987,7/12/2019,2019,193,4:40:25 PM,13,B2_R1,6,3,5,0.003181683,6.19425492,237.8657213,0.072172191,0.822410922,NA,NA,NA,NA,42.62169032,NA
1382,691,NA,2019,206,NA,23,B2_R1,6,1,1,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1975,988,7/12/2019,2019,193,7:06:09 PM,13,B2_R1,6,3,6,0.001099924,3.984515827,206.8792016,0.03603693,0.760068969,NA,NA,NA,NA,36.68913226,NA
1384,692,NA,2019,206,NA,23,B2_R1,6,1,2,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1983,992,7/12/2019,2019,193,9:56:11 AM,27,B2_R2,2,3,2,0.002453683,11.79782341,203.499159,0.10453121,0.822410922,NA,NA,NA,NA,32.33277742,NA
1386,693,NA,2019,206,NA,23,B2_R1,6,1,3,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1985,993,7/12/2019,2019,193,12:28:41 PM,27,B2_R2,2,3,3,0.002858107,10.32965645,159.0113456,0.075547973,0.822410922,NA,NA,NA,NA,39.7972129,NA
1388,694,NA,2019,206,NA,23,B2_R1,6,1,4,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1987,994,7/12/2019,2019,193,2:52:40 PM,27,B2_R2,2,3,4,0.003406756,9.092657256,197.7672258,0.081494533,0.822410922,NA,NA,NA,NA,41.99555806,NA
1390,695,NA,2019,206,NA,23,B2_R1,6,1,5,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1989,995,7/12/2019,2019,193,5:44:41 PM,27,B2_R2,2,3,5,0.003893997,9.02623675,229.0779292,0.098656354,0.760068969,NA,NA,NA,NA,41.3243129,NA
1991,996,7/12/2019,2019,193,7:57:53 PM,27,B2_R2,2,3,6,0.000216692,-1.993905008,675.0386886,0.008488393,0.822410922,NA,NA,NA,NA,33.52411613,NA
1999,1000,7/12/2019,2019,193,9:52:13 AM,27,B2_R2,4,3,2,0.001320532,8.315700474,187.2563893,0.066401053,0.822410922,NA,NA,NA,NA,30.4963129,NA
2001,1001,7/12/2019,2019,193,12:33:55 PM,27,B2_R2,4,3,3,0.003659473,10.66999426,194.7977718,0.095704433,0.822410922,NA,NA,NA,NA,40.03266452,NA
2003,1002,7/12/2019,2019,193,2:56:37 PM,27,B2_R2,4,3,4,0.001837559,5.413046115,158.7162529,0.039587423,0.822410922,NA,NA,NA,NA,43.14388065,NA
2005,1003,7/12/2019,2019,193,5:49:30 PM,27,B2_R2,4,3,5,0.005200586,10.24921647,255.8321292,0.137831747,0.760068969,NA,NA,NA,NA,41.27089677,NA
2007,1004,7/12/2019,2019,193,8:01:57 PM,27,B2_R2,4,3,6,0.000166845,-0.806006625,447.7568699,0.006677488,0.822410922,NA,NA,NA,NA,33.18208387,NA
2015,1008,7/12/2019,2019,193,9:47:17 AM,27,B2_R2,5,3,2,0.002020155,11.87946658,204.1309044,0.105169895,0.822410922,NA,NA,NA,NA,30.25180968,NA
2017,1009,7/12/2019,2019,193,5:55:17 PM,27,B2_R2,5,3,5,0.003137554,8.005364754,205.4298115,0.075481226,0.760068969,NA,NA,NA,NA,41.80631613,NA
2019,1010,7/12/2019,2019,193,8:07:05 PM,27,B2_R2,5,3,6,0.000320322,7.384400933,-517.2261832,0.013195055,0.822410922,NA,NA,NA,NA,32.79175484,NA
2021,1011,7/12/2019,2019,193,12:40:02 PM,27,B2_R2,6,3,3,0.004724157,11.92851473,207.6513966,0.114122644,0.822410922,NA,NA,NA,NA,40.90586452,NA
1402,701,NA,2019,213,NA,23,B2_R1,6,1,1,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
2023,1012,7/12/2019,2019,193,3:04:52 PM,27,B2_R2,6,3,4,0.003072666,6.562121963,214.9186985,0.065883044,0.822410922,NA,NA,NA,NA,43.60327097,NA
1404,702,NA,2019,213,NA,23,B2_R1,6,1,2,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
2031,1016,7/12/2019,2019,193,8:17:08 AM,75,B2_R3,1,3,2,0.001840505,11.23623607,227.7496357,0.113614202,0.822410922,NA,NA,NA,NA,25.74385161,NA
1406,703,NA,2019,213,NA,23,B2_R1,6,1,3,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
2033,1017,7/12/2019,2019,193,11:03:53 AM,75,B2_R3,1,3,3,0.002136565,9.102836764,174.080062,0.070145264,0.822410922,NA,NA,NA,NA,35.45262258,NA
1408,704,NA,2019,213,NA,23,B2_R1,6,1,4,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
2035,1018,7/12/2019,2019,193,1:15:46 PM,75,B2_R3,1,3,4,0.00114041,5.799664591,68.2076118,0.02923416,0.822410922,NA,NA,NA,NA,39.65088387,NA
1410,705,NA,2019,213,NA,23,B2_R1,6,1,5,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
2037,1019,7/12/2019,2019,193,4:26:29 PM,75,B2_R3,1,3,5,0.003267487,6.464387629,199.3522785,0.060163142,0.760068969,NA,NA,NA,NA,46.75633548,NA
2039,1020,7/12/2019,2019,193,6:52:43 PM,75,B2_R3,1,3,6,0.000418937,3.292393802,38.81710346,0.01506169,0.822410922,NA,NA,NA,NA,37.82916129,NA
2049,1025,7/12/2019,2019,193,8:23:57 AM,75,B2_R3,3,3,2,0.001557371,10.1223714,214.911546,0.094195103,0.822410922,NA,NA,NA,NA,26.57866774,NA
2051,1026,7/12/2019,2019,193,11:11:17 AM,75,B2_R3,3,3,3,0.000813771,4.520268096,84.72598925,0.024124449,0.822410922,NA,NA,NA,NA,37.13824839,NA
2053,1027,7/12/2019,2019,193,4:33:09 PM,75,B2_R3,3,3,5,0.00101267,3.686338814,60.05102347,0.018528134,0.760068969,NA,NA,NA,NA,46.54236774,NA
2055,1028,7/12/2019,2019,193,6:56:22 PM,75,B2_R3,3,3,6,0.000492375,4.156371485,3.308280705,0.017231849,0.822410922,NA,NA,NA,NA,38.03987419,NA
2063,1032,7/12/2019,2019,193,8:29:44 AM,75,B2_R3,5,3,2,0.000136274,1.357333114,99.74757774,0.007455751,0.822410922,NA,NA,NA,NA,27.33054839,NA
2065,1033,7/12/2019,2019,193,11:17:12 AM,75,B2_R3,5,3,3,0.001983314,7.897720134,185.5210317,0.064279203,0.822410922,NA,NA,NA,NA,36.73483226,NA
2067,1034,7/12/2019,2019,193,1:24:51 PM,75,B2_R3,5,3,4,0.001288209,4.03014194,164.1240094,0.029922659,0.822410922,NA,NA,NA,NA,41.8166129,NA
2069,1035,7/12/2019,2019,193,4:39:17 PM,75,B2_R3,5,3,5,0.002150426,2.583335307,264.8916851,0.039485625,0.760068969,NA,NA,NA,NA,46.49091613,NA
2071,1036,7/12/2019,2019,193,7:00:09 PM,75,B2_R3,5,3,6,0.00084075,4.03536314,173.3096836,0.030407841,0.822410922,NA,NA,NA,NA,37.84646774,NA
2079,1040,7/12/2019,2019,193,8:43:47 AM,23,B3_R1,2,3,2,0.002551766,11.90454895,242.0809576,0.132700268,0.760068969,NA,NA,NA,NA,29.0934,NA
2081,1041,7/12/2019,2019,193,11:20:13 AM,23,B3_R1,2,3,3,0.003718138,13.6217693,181.2042056,0.110698786,0.760068969,NA,NA,NA,NA,38.03991935,NA
2083,1042,7/12/2019,2019,193,11:24:42 AM,23,B3_R1,2,3,3,0.002696147,9.783434097,182.8649803,0.079320038,0.822410922,NA,NA,NA,NA,37.97082258,NA
2085,1043,7/12/2019,2019,193,1:48:20 PM,23,B3_R1,2,3,4,0.002661558,7.958331406,174.0167424,0.062711357,0.760068969,NA,NA,NA,NA,41.92781935,NA
2087,1044,7/12/2019,2019,193,4:57:51 PM,23,B3_R1,2,3,5,0.002866003,5.539194416,266.239855,0.079012785,0.822410922,NA,NA,NA,NA,41.11811613,NA
2089,1045,7/12/2019,2019,193,7:14:20 PM,23,B3_R1,2,3,6,0.002013591,7.200955741,210.0952261,0.066831752,0.760068969,NA,NA,NA,NA,36.58689677,NA
2099,1050,7/12/2019,2019,193,8:51:01 AM,23,B3_R1,4,3,2,0.001413929,7.949691524,185.6259429,0.067168725,0.760068969,NA,NA,NA,NA,30.45232903,NA
