"","X.1","X","date","year","day","hhmmss","pixel_number","BH_Block","BH_Vine","BH_Leaf","round","E","A","Ci","gsw","Fv.Fm","Tleaf","Tair","VPDleaf","RHcham","Leaf_wp_bar","Stem_wp_bar","Leak","wrong_vine","treatment","Rep","leaf_temp_C"
"860",1601,801,"07-01-2019",2019,182,"18:15:44",27,"B2_R2",1,2,"4",0.001446298,5.474272458,207.7411152,0.051515229,0.774975295,35.36106897,35.79224138,2.732817114,51.33882479,NA,NA,NA,NA,3,2,NA
"861",1603,802,"07-12-2019",2019,193,"9:55:02",27,"B2_R2",2,2,"2",0.002632089,11.19592963,245.7171119,0.128563838,0.822410922,31.19672903,32.7460871,2.060748202,50.22577581,NA,NA,NA,NA,3,2,NA
"862",1605,803,"07-12-2019",2019,193,"12:26:39",27,"B2_R2",2,2,"3",0.003934241,10.78717694,215.7678242,0.10630243,0.822410922,39.50862258,39.55505806,3.632262129,49.57673191,NA,NA,NA,NA,3,2,NA
"863",1607,804,"07-12-2019",2019,193,"14:51:37",27,"B2_R2",2,2,"4",0.002753061,8.033488477,178.0762648,0.063233865,0.822410922,42.21637419,41.88289677,4.183606075,50.70633684,NA,NA,NA,NA,3,2,NA
"864",1609,805,"07-12-2019",2019,193,"17:42:42",27,"B2_R2",2,2,"5",0.006429689,13.59271319,254.6208105,0.18000072,0.760068969,40.59436129,41.85117097,3.522281336,50.49557064,NA,NA,NA,NA,3,2,NA
"865",1611,806,"07-12-2019",2019,193,"19:56:38",27,"B2_R2",2,2,"6",0.000159374,-2.626192193,994.45086,0.006121691,0.822410922,33.71876774,34.02592258,2.520403614,51.19588655,NA,NA,NA,NA,3,2,NA
"866",1612,806,"09-05-2019",2019,248,"5:20:25",35,"B2_R2",3,1,"1",0.000156976,-0.633106315,482.9400346,0.010986151,0.802027471,24.0851129,25.17745806,1.412527372,49.72169665,-5.5,NA,"No","No",2,2,NA
"867",1613,807,"07-01-2019",2019,182,"11:23:14",27,"B2_R2",4,2,"2",0.002472552,9.629732972,201.5251871,0.090730312,0.774975295,34.96168387,35.14530323,2.69002055,51.74547815,NA,NA,NA,NA,3,2,NA
"868",1614,807,"09-05-2019",2019,248,"8:04:36",35,"B2_R2",3,1,"2",0.003020945,12.27277078,265.3753628,0.185760452,0.839705664,26.896335,27.61305,1.672858193,50.79595788,-6.6,NA,"No","No",2,2,NA
"869",1615,808,"07-01-2019",2019,182,"15:41:42",27,"B2_R2",4,2,"3",0.00239227,7.055704404,209.1641112,0.069610804,0.774975295,38.62490645,38.96046774,3.335235625,50.64142585,NA,NA,NA,NA,3,2,NA
"870",1616,808,"09-05-2019",2019,248,"10:43:17",35,"B2_R2",3,1,"3",0.004058757,11.46139258,268.3907296,0.183188577,0.821130852,32.32109032,33.21436129,2.255390964,50.98811558,-11.9,NA,"No","No",2,2,NA
"871",1617,809,"07-01-2019",2019,182,"18:09:41",27,"B2_R2",4,2,"4",3.37845e-05,1.702819795,-1940.891813,0.001147125,0.774975295,35.67847241,36.02483103,2.830810193,50.74963243,NA,NA,NA,NA,3,2,NA
"872",1618,809,"09-05-2019",2019,248,"12:56:49",35,"B2_R2",3,1,"4",0.004443518,11.34959605,239.5639247,0.145090016,0.839705664,36.89782258,37.29040968,3.06059215,50.10075134,-15.2,-10.4,"No","No",2,2,NA
"873",1619,810,"07-01-2019",2019,182,"19:34:53",27,"B2_R2",4,2,"5",0.00063083,2.711275259,234.8506246,0.02899061,0.774975295,31.02519355,31.87791613,2.127297536,50.41061462,NA,NA,NA,NA,3,2,NA
"874",1620,810,"09-05-2019",2019,248,"15:59:16",35,"B2_R2",3,1,"5",0.008020414,14.90857136,269.3942212,0.264957066,0.821130852,39.75171935,41.11627742,3.071030113,53.95522921,-16.2,NA,"No","No",2,2,NA
"875",1621,811,"07-12-2019",2019,193,"9:51:11",27,"B2_R2",4,2,"2",0.003402023,13.03681411,262.8059788,0.173475405,0.822410922,30.74919032,32.21346774,1.996495441,50.7081828,NA,NA,NA,NA,3,2,NA
"876",1623,812,"07-12-2019",2019,193,"12:32:28",27,"B2_R2",4,2,"3",0.004461043,12.58647135,208.5406168,0.119476528,0.822410922,39.82011935,39.80708387,3.671320092,50.03532446,NA,NA,NA,NA,3,2,NA
"877",1625,813,"07-12-2019",2019,193,"14:55:32",27,"B2_R2",4,2,"4",0.003041375,8.74028931,219.6012146,0.088279168,0.822410922,40.82942581,42.61943226,3.336004414,51.81339482,NA,NA,NA,NA,3,2,NA
"878",1627,814,"07-12-2019",2019,193,"17:47:47",27,"B2_R2",4,2,"5",0.000210065,1.675832236,-190.6459887,0.004599954,0.760068969,42.22209355,41.98900323,4.303873735,48.9942614,NA,NA,NA,NA,3,2,NA
"879",1629,815,"07-12-2019",2019,193,"20:00:49",27,"B2_R2",4,2,"6",0.000649407,0.4635023,239.4976335,0.025573915,0.822410922,33.43026774,33.91654516,2.471502765,50.84506004,NA,NA,NA,NA,3,2,NA
"880",1631,816,"07-01-2019",2019,182,"11:28:15",27,"B2_R2",5,2,"2",0.002251336,9.126234091,189.0525503,0.079758262,0.774975295,35.52789355,35.87004516,2.774778997,51.31086797,NA,NA,NA,NA,3,2,NA
"881",1632,816,"07-28-2019",2019,209,"05:27:38",35,"B2_R2",4,1,"1",8.8613e-05,-0.589365015,543.8007339,0.006128146,0.813427124,23.89093226,24.71486452,1.427441791,49.51869978,-1.3,NA,"No","No",2,2,NA
"882",1633,817,"07-01-2019",2019,182,"15:46:10",27,"B2_R2",5,2,"3",0.001708972,4.780208593,200.6948178,0.04423952,0.774975295,40.00549355,39.64619355,3.712514624,50.90700348,NA,NA,NA,NA,3,2,NA
"883",1634,817,"07-28-2019",2019,209,"8:28:37",35,"B2_R2",4,1,"2",0.005327257,10.9647635,295.2606587,0.240003361,-2.468867793,33.15097742,33.8007129,2.281605789,53.24696447,-8,NA,"No","No",2,2,"26.7"
"884",1635,818,"07-01-2019",2019,182,"18:03:10",27,"B2_R2",5,2,"4",0.000782864,3.218533045,175.3805876,0.025111585,0.774975295,36.12191034,35.99114483,3.012468593,50.22628216,NA,NA,NA,NA,3,2,NA
"885",1636,818,"07-28-2019",2019,209,"11:14:27",35,"B2_R2",4,1,"3",0.008541938,14.63456028,264.2113772,0.256880175,0.791868226,39.69044194,40.76010645,3.367713104,50.83140681,-13.3,NA,"No","No",2,2,"32.4"
"886",1637,819,"07-12-2019",2019,193,"9:46:20",27,"B2_R2",5,2,"2",0.000705298,7.416047177,9.078182162,0.031071599,0.822410922,31.09524516,31.37776774,2.234789161,49.9221897,NA,NA,NA,NA,3,2,NA
"887",1638,819,"07-28-2019",2019,209,"13:22:44",35,"B2_R2",4,1,"4",0.005447196,6.859176425,285.9112018,0.138302368,-2.468867793,42.10745,42.9647,3.852324603,51.1769166,-15.5,-13.5,"No","No",2,2,"34.7"
"888",1639,820,"07-12-2019",2019,193,"17:53:44",27,"B2_R2",5,2,"5",0.001736359,4.559224804,191.0932463,0.039548045,0.760068969,42.31786452,42.14722258,4.168385622,50.72549344,NA,NA,NA,NA,3,2,NA
"889",1640,820,"07-28-2019",2019,209,"16:18:29",35,"B2_R2",4,1,"5",0.01021522,8.868232181,287.3641807,0.212195729,0.791868226,47.11876129,49.25762903,4.672487909,50.72686648,-14.1,NA,"No","No",2,2,"37.9"
"890",1641,821,"07-12-2019",2019,193,"20:04:26",27,"B2_R2",5,2,"6",7.85e-05,-0.62865193,557.7465097,0.003047878,0.822410922,33.34003871,33.76590645,2.492460562,50.38228332,NA,NA,NA,NA,3,2,NA
"891",1643,822,"07-12-2019",2019,193,"12:39:09",27,"B2_R2",6,2,"3",0.003087046,8.647522312,197.4023732,0.076825651,0.822410922,40.88582258,40.63050323,3.898155538,50.52292798,NA,NA,NA,NA,3,2,NA
"892",1645,823,"07-12-2019",2019,193,"15:03:38",27,"B2_R2",6,2,"4",0.002936375,5.630090264,228.9892678,0.062289182,0.822410922,43.8142,43.33304516,4.501054753,51.62166578,NA,NA,NA,NA,3,2,NA
"893",1647,824,"07-01-2019",2019,182,"11:24:23",75,"B2_R3",1,2,"2",0.002131976,9.830801864,193.0389281,0.083137483,0.776632986,34.04624839,34.76894839,2.539542545,50.52032093,NA,NA,NA,NA,3,3,NA
"894",1649,825,"07-01-2019",2019,182,"15:34:47",75,"B2_R3",1,2,"3",0.002718484,8.184592318,186.7227403,0.068388146,0.776632986,39.09976452,39.38271935,3.873393804,44.48929904,NA,NA,NA,NA,3,3,NA
"895",1651,826,"07-01-2019",2019,182,"17:48:40",75,"B2_R3",1,2,"4",0.000683846,5.032270817,11.77072051,0.021501749,0.776632986,36.39224516,36.60782903,3.079224124,48.92902632,NA,NA,NA,NA,3,3,NA
"896",1652,826,"08-15-2019",2019,227,"5:42:14",35,"B2_R2",4,1,"1",0.00049234,3.255764296,166.1022397,0.023753351,0.836896839,25.06266452,26.02445161,2.061734039,33.43575613,-1.1,NA,"No","No",2,2,NA
"897",1653,827,"07-12-2019",2019,193,"8:15:25",75,"B2_R3",1,2,"2",0.00075253,5.017142893,241.8582112,0.053833936,0.822410922,24.33866129,25.52180968,1.398159869,50.55827636,NA,NA,NA,NA,3,3,NA
"898",1654,827,"08-15-2019",2019,227,"08:17:48",35,"B2_R2",4,1,"2",0.003427898,14.34110131,245.2144694,0.167056133,0.906757924,30.41400645,31.15419677,2.088111759,49.98047081,-3.8,NA,"No","No",2,2,"23.8"
"899",1655,828,"07-12-2019",2019,193,"11:02:18",75,"B2_R3",1,2,"3",0.002120867,9.81061918,152.0272271,0.068028231,0.822410922,35.37519032,34.34488387,3.069661774,49.51895396,NA,NA,NA,NA,3,3,NA
"900",1656,828,"08-15-2019",2019,227,"10:44:43",35,"B2_R2",4,1,"3",0.00699211,12.60301146,261.8694073,0.207088514,0.804241053,38.9285129,39.5127871,3.399252492,49.84748932,-10.6,NA,"No","No",2,2,"31.9"
"901",1657,829,"07-12-2019",2019,193,"13:14:42",75,"B2_R3",1,2,"4",0.001096802,2.801185579,249.1037462,0.032914129,0.822410922,38.01166774,38.64541613,3.222279729,49.88923763,NA,NA,NA,NA,3,3,NA
"902",1658,829,"08-15-2019",2019,227,"13:12:36",35,"B2_R2",4,1,"4",0.006800132,12.46562587,253.0589455,0.16819609,0.906757924,42.9558129,43.83831935,3.971229777,51.74556082,-10.8,-10.5,"No","No",2,2,"35.1"
"903",1659,830,"07-12-2019",2019,193,"16:25:11",75,"B2_R3",1,2,"5",0.001721585,4.134712204,162.7242436,0.031464992,0.760068969,46.68834839,47.11223548,5.098646506,50.38891673,NA,NA,NA,NA,3,3,NA
"904",1660,830,"08-15-2019",2019,227,"16:17:09",35,"B2_R2",4,1,"5",0.010756882,10.64681922,278.0280586,0.228259891,0.804241053,46.13047097,47.6727,4.622689297,50.61272371,-11.1,NA,"No","No",2,2,"36.2"
"905",1661,831,"07-12-2019",2019,193,"18:51:30",75,"B2_R3",1,2,"6",0.001226984,3.858797756,261.0191442,0.050607095,0.822410922,37.0674,38.91529032,2.343740626,56.96285492,NA,NA,NA,NA,3,3,NA
"906",1662,831,"08-20-2019",2019,232,"5:09:13",35,"B2_R2",4,1,"1",0.014501631,-0.513418246,391.1686708,8.76357223,0.779645346,19.41053871,22.83986774,0.492434668,63.37952242,-0.6,NA,"No","No",2,2,NA
"907",1663,832,"07-01-2019",2019,182,"11:30:23",75,"B2_R3",3,2,"2",0.000322459,1.405016033,183.5357608,0.011183533,0.776632986,35.1116871,35.00753226,2.800696887,51.01471885,NA,NA,NA,NA,3,3,NA
"908",1664,832,"08-20-2019",2019,232,"8:18:41",35,"B2_R2",4,1,"2",0.002550282,10.49518171,289.9597865,0.196422731,0.814224199,23.04371765,23.65256471,1.349607926,50.37728232,-6.8,NA,"No","No",2,2,"21.5"
"909",1665,833,"07-01-2019",2019,182,"15:43:46",75,"B2_R3",3,2,"3",0.000920857,4.463845221,110.6146305,0.026120982,0.776632986,38.28975161,38.4132129,3.402466441,49.35597386,NA,NA,NA,NA,3,3,NA
"910",1666,833,"08-20-2019",2019,232,"10:37:48",35,"B2_R2",4,1,"3",0.006141559,13.45656845,296.3255266,0.312285552,0.820766037,29.82481613,30.24866129,2.074329574,49.59729984,-5.4,NA,"No","No",2,2,"26.7"
"911",1667,834,"07-01-2019",2019,182,"17:56:28",75,"B2_R3",3,2,"4",0.001246956,6.759845003,117.5890922,0.04053514,0.776632986,35.93160323,36.22557742,2.995692271,48.82649824,NA,NA,NA,NA,3,3,NA
"912",1668,834,"08-20-2019",2019,232,"12:43:44",35,"B2_R2",4,1,"4",0.006874435,14.19172294,279.1340077,0.276583459,0.814224199,34.58914516,35.05505161,2.574373873,52.01114603,-10,-6.3,"No","No",2,2,"28.9"
"913",1669,835,"07-01-2019",2019,182,"19:17:55",75,"B2_R3",3,2,"5",0.00039575,3.172214433,81.35551673,0.016448407,0.776632986,31.58214839,32.04872903,2.351674029,48.27697162,NA,NA,NA,NA,3,3,NA
"914",1670,835,"08-20-2019",2019,232,"16:09:36",35,"B2_R2",4,1,"5",0.007142339,14.92808139,248.7781358,0.221785071,0.820766037,38.199625,39.10185,3.25493274,49.18024437,-10.6,NA,"No","No",2,2,"31.2"
"915",1671,836,"07-12-2019",2019,193,"8:22:00",75,"B2_R3",3,2,"2",0.00047091,3.739864236,197.7516164,0.031080627,0.822410922,25.52311613,26.80028387,1.50464998,50.19394773,NA,NA,NA,NA,3,3,NA
"916",1673,837,"07-12-2019",2019,193,"11:09:16",75,"B2_R3",3,2,"3",0.001485767,7.791974606,112.7968858,0.046145938,0.822410922,36.62914839,35.9427,3.141139774,51.04580303,NA,NA,NA,NA,3,3,NA
"917",1675,838,"07-12-2019",2019,193,"13:19:30",75,"B2_R3",3,2,"4",0.002287106,7.365186242,165.9280921,0.056165526,0.822410922,40.88432258,40.19064194,3.928214753,51.31105915,NA,NA,NA,NA,3,3,NA
"918",1677,839,"07-12-2019",2019,193,"16:30:53",75,"B2_R3",3,2,"5",0.002020519,5.83737884,122.1438218,0.037238081,0.760068969,46.51259355,46.78045161,5.066312234,50.66476417,NA,NA,NA,NA,3,3,NA
"919",1679,840,"07-12-2019",2019,193,"18:55:10",75,"B2_R3",3,2,"6",0.001069551,4.094351937,212.3446012,0.038097588,0.822410922,38.06715484,38.6327871,2.700664391,57.78607723,NA,NA,NA,NA,3,3,NA
"920",1681,841,"07-01-2019",2019,182,"11:37:24",75,"B2_R3",5,2,"2",0.002669666,12.00153618,189.5100408,0.100134875,0.776632986,34.88980645,35.65099355,2.645413683,50.69981268,NA,NA,NA,NA,3,3,NA
"921",1682,841,"07-25-2019",2019,206,"05:31:20",35,"B2_R2",5,1,"1",8.51599e-05,-0.560718055,528.8774528,0.00647841,0.79537764,22.51379333,23.42535333,1.29926166,49.72253023,-2.1,NA,"No","No",2,2,NA
"922",1683,842,"07-01-2019",2019,182,"15:50:37",75,"B2_R3",5,2,"3",0.001187006,5.759631868,109.9503909,0.033757115,0.776632986,38.3326129,38.75341613,3.399176094,48.7318343,NA,NA,NA,NA,3,3,NA
"923",1684,842,"07-25-2019",2019,206,"8:46:00",35,"B2_R2",5,1,"2",0.004663795,12.15285281,311.5394991,0.275119003,0.8031225,30.18622903,32.46665161,1.767418853,51.78442552,-8.1,NA,"No","No",2,2,"25.4"
"924",1685,843,"07-01-2019",2019,182,"18:02:53",75,"B2_R3",5,2,"4",0.001362862,6.840315849,141.4582655,0.045076874,0.776632986,35.93413871,36.61206774,2.946619395,48.61147585,NA,NA,NA,NA,3,3,NA
"925",1686,843,"07-25-2019",2019,206,"10:56:34",35,"B2_R2",5,1,"3",0.007954074,21.3269248,244.2265978,0.289139765,0.780944786,37.61793548,38.43053226,2.822827295,54.26688509,-11.5,NA,"No","No",2,2,"30.6"
"926",1687,844,"07-12-2019",2019,193,"8:28:01",75,"B2_R3",5,2,"2",0.001512853,11.46838588,171.3782287,0.085864741,0.822410922,27.23615161,27.60673548,1.769258661,50.14809587,NA,NA,NA,NA,3,3,NA
"927",1688,844,"07-25-2019",2019,206,"12:35:20",35,"B2_R2",5,1,"4",0.008749772,15.52567687,268.1981917,0.234292159,0.828194567,41.60347419,42.93601613,3.738281047,50.06025763,-13.9,-10.6,"No","No",2,2,"35.8"
"928",1689,845,"07-12-2019",2019,193,"11:14:46",75,"B2_R3",5,2,"3",0.001387763,6.381352741,147.252744,0.04334806,0.822410922,36.80908387,36.63267097,3.118881867,50.49859443,NA,NA,NA,NA,3,3,NA
"929",1690,845,"07-25-2019",2019,206,"17:05:56",35,"B2_R2",5,1,"5",0.006719534,9.974666107,271.2493842,0.156590585,0.8031225,42.9102,43.62711905,4.203197622,49.50303025,-16,NA,"No","No",2,2,"32.1"
"930",1691,846,"07-12-2019",2019,193,"13:23:44",75,"B2_R3",5,2,"4",0.000664354,2.057645571,175.4367395,0.016104494,0.822410922,41.24661935,41.20314516,3.935186091,50.44105948,NA,NA,NA,NA,3,3,NA
"931",1693,847,"07-12-2019",2019,193,"16:37:32",75,"B2_R3",5,2,"5",0.001218459,1.535109124,255.7872605,0.02157117,0.760068969,46.77562903,46.68192258,5.251220162,50.49830469,NA,NA,NA,NA,3,3,NA
"932",1695,848,"07-12-2019",2019,193,"18:59:03",75,"B2_R3",5,2,"6",0.00064051,2.313508275,233.443784,0.0244017,0.822410922,37.47594839,38.3765,2.520361376,58.13928719,NA,NA,NA,NA,3,3,NA
"933",1697,849,"07-05-2019",2019,186,"13:49:11",75,"B2_R3",6,2,"midday",0.000110997,1.681634402,-518.1430591,0.002918912,0.816962262,39.88920645,40.11615806,3.638455427,50.02061422,NA,NA,NA,NA,3,3,NA
"934",1699,850,"07-01-2019",2019,182,"10:54:49",23,"B3_R1",2,2,"2",0.002824266,11.7290978,217.8838338,0.113248806,0.776632986,33.51747097,34.09401935,2.492131547,50.43180968,NA,NA,NA,NA,2,3,NA
"935",1701,851,"07-01-2019",2019,182,"14:23:02",23,"B3_R1",2,2,"3",0.003768968,13.81394283,198.9930196,0.122010558,0.776632986,36.61781935,37.15740323,3.067180552,48.86363741,NA,NA,NA,NA,2,3,NA
"936",1702,851,"08-01-2019",2019,213,"05:03:47",35,"B2_R2",5,1,"1",0.011732615,-1.00413269,391.7684263,2.163144361,0.773428043,19.29101935,23.19767419,0.812816449,50.2072351,-1.5,NA,"No","No",2,2,NA
"937",1703,852,"07-01-2019",2019,182,"17:35:50",23,"B3_R1",2,2,"4",0.001596421,6.521187471,145.2751854,0.044016375,0.776632986,37.15815806,37.49943226,3.530923757,43.6591305,NA,NA,NA,NA,2,3,NA
"938",1704,852,"08-01-2019",2019,213,"7:35:38",35,"B2_R2",5,1,"2",0.004255921,13.24289998,309.9874597,0.349576328,-0.882032144,22.3144129,23.1695871,1.308281963,49.02196798,-3.5,NA,"No","No",2,2,"17.4"
"939",1705,853,"07-12-2019",2019,193,"8:34:28",23,"B3_R1",2,2,"2",0.001261591,9.175695151,159.4137699,0.065879365,0.760068969,28.74678065,29.40711935,1.905667389,49.97091107,NA,NA,NA,NA,2,3,NA
"940",1706,853,"08-01-2019",2019,213,"09:58:57",35,"B2_R2",5,1,"3",0.007319764,19.49724427,272.2965564,0.372987162,0.844341626,30.24639677,30.69466452,2.093854028,50.23798849,-6.3,NA,"No","No",2,2,"27.1"
"941",1707,854,"07-12-2019",2019,193,"11:18:07",23,"B3_R1",2,2,"3",0.003699971,12.95527481,207.521686,0.120880918,0.760068969,36.91755484,37.52842258,3.024773869,50.1121448,NA,NA,NA,NA,2,3,NA
"942",1708,854,"08-01-2019",2019,213,"12:40:05",35,"B2_R2",5,1,"4",0.009714421,19.25086919,282.8191262,0.43775997,-0.882032144,32.67876129,33.64729032,2.391363507,49.06226568,-9.5,-6,"No","No",2,2,"29.5"
"943",1709,855,"07-12-2019",2019,193,"13:46:29",23,"B3_R1",2,2,"4",0.003282684,9.938726345,181.6488371,0.08128438,0.760068969,41.47623226,41.87253871,3.894163002,50.37151287,NA,NA,NA,NA,2,3,NA
"944",1710,855,"08-01-2019",2019,213,"16:05:06",35,"B2_R2",5,1,"5",0.009359796,18.55892837,265.7710532,0.34297294,0.844341626,37.32003226,38.22084516,2.836321164,53.12951941,-9.5,NA,"No","No",2,2,"29.9"
"945",1711,856,"07-12-2019",2019,193,"16:56:15",23,"B3_R1",2,2,"5",0.003795451,6.229880716,268.9177586,0.09350958,0.822410922,42.01616129,42.73093226,3.920362956,50.54884377,NA,NA,NA,NA,2,3,NA
"946",1713,857,"07-12-2019",2019,193,"19:12:46",23,"B3_R1",2,2,"6",0.001544367,5.970714745,198.0021862,0.0515418,0.760068969,36.57057419,37.48486452,2.901337077,50.31545442,NA,NA,NA,NA,2,3,NA
"947",1715,858,"07-01-2019",2019,182,"11:01:32",23,"B3_R1",4,2,"2",0.005819756,21.01882151,254.0012038,0.271897817,0.776632986,32.82329677,34.23562581,2.220591128,51.38082621,NA,NA,NA,NA,2,3,NA
"948",1717,859,"07-01-2019",2019,182,"14:29:37",23,"B3_R1",4,2,"3",0.00369347,13.43243286,196.8329456,0.117014384,0.776632986,36.86296774,37.47072581,3.128545349,48.37653114,NA,NA,NA,NA,2,3,NA
"949",1719,860,"07-01-2019",2019,182,"17:22:05",23,"B3_R1",4,2,"4",0.003565097,12.67166698,209.0408775,0.117361964,0.776632986,36.18320323,36.67253226,3.01282397,48.70529958,NA,NA,NA,NA,2,3,NA
"950",1721,861,"07-01-2019",2019,182,"19:05:28",23,"B3_R1",4,2,"5",0.000626846,4.082276369,138.8501148,0.026213075,0.776632986,31.85647097,32.4017,2.342235076,49.01380585,NA,NA,NA,NA,2,3,NA
"951",1723,862,"07-12-2019",2019,193,"8:48:51",23,"B3_R1",4,2,"2",0.001546047,8.290328646,205.7676577,0.074978679,0.760068969,30.15726129,30.84851935,2.051221969,50.25900875,NA,NA,NA,NA,2,3,NA
"952",1725,863,"07-12-2019",2019,193,"11:24:29",23,"B3_R1",4,2,"3",0.00459079,14.70226109,205.9594222,0.137595385,0.760068969,38.16149677,38.3152871,3.299843023,50.44278241,NA,NA,NA,NA,2,3,NA
"953",1727,864,"07-12-2019",2019,193,"13:53:18",23,"B3_R1",4,2,"4",0.002058182,6.534987416,157.9678024,0.047490011,0.760068969,42.13812903,42.2014,4.137851893,50.00114203,NA,NA,NA,NA,2,3,NA
"954",1729,865,"07-12-2019",2019,193,"16:51:54",23,"B3_R1",4,2,"5",0.002076058,4.602538643,235.7315332,0.053084601,0.822410922,41.53254194,42.68836452,3.745901281,50.27128975,NA,NA,NA,NA,2,3,NA
"955",1731,866,"07-12-2019",2019,193,"19:18:53",23,"B3_R1",4,2,"6",0.002054749,5.681421344,255.7786369,0.071806905,0.760068969,36.10656774,37.20938387,2.787625032,50.43240611,NA,NA,NA,NA,2,3,NA
"956",1732,866,"09-05-2019",2019,248,"5:17:15",35,"B2_R2",5,1,"1",0.000339861,-0.843008171,449.6295712,0.023011064,0.804779811,24.48165806,25.25543226,1.46364658,50.15098273,-4.4,NA,"No","No",2,2,NA
"957",1733,867,"07-12-2019",2019,193,"8:56:52",23,"B3_R1",5,2,"2",0.003905359,13.29510685,277.6315196,0.205174574,0.760068969,30.46281935,31.53105484,1.949636364,52.16130042,NA,NA,NA,NA,2,3,NA
"958",1734,867,"09-05-2019",2019,248,"7:58:44",35,"B2_R2",5,1,"2",0.002014304,9.65494566,250.9775409,0.124017167,0.839705664,26.248505,26.761115,1.648639985,50.30974041,-5.8,NA,"No","No",2,2,NA
"959",1735,868,"07-12-2019",2019,193,"11:30:05",23,"B3_R1",5,2,"3",0.007265426,19.1617698,251.7121578,0.244916207,0.760068969,37.4463871,38.39241613,3.011117484,50.71957149,NA,NA,NA,NA,2,3,NA
"960",1736,868,"09-05-2019",2019,248,"10:38:04",35,"B2_R2",5,1,"3",0.006882592,14.5890843,299.9339883,0.389792458,0.821130852,31.68133548,32.1569,1.883031952,58.2565431,-12.6,NA,"No","No",2,2,NA
"961",1737,869,"07-12-2019",2019,193,"13:58:49",23,"B3_R1",5,2,"4",0.008482751,16.31532956,252.4045352,0.216227174,0.760068969,41.27216774,42.1045,3.908335246,48.55002604,NA,NA,NA,NA,2,3,NA
"962",1738,869,"09-05-2019",2019,248,"12:51:41",35,"B2_R2",5,1,"4",0.008315035,16.42008777,272.1448093,0.312391387,0.839705664,35.62575161,36.43880323,2.771846821,50.29561683,-16.5,-8.6,"No","No",2,2,NA
"963",1739,870,"07-12-2019",2019,193,"16:45:11",23,"B3_R1",5,2,"5",0.004545382,9.375481446,240.4935434,0.111365427,0.822410922,41.29751935,42.59467742,3.973765711,46.67156572,NA,NA,NA,NA,2,3,NA
"964",1740,870,"09-05-2019",2019,248,"15:55:23",35,"B2_R2",5,1,"5",0.008774256,15.08858661,253.9658192,0.24371847,0.821130852,41.22673226,42.16856774,3.623053941,51.58757809,-15.1,NA,"No","No",2,2,NA
"965",1741,871,"07-12-2019",2019,193,"19:24:08",23,"B3_R1",5,2,"6",0.004159511,10.31029355,282.3222616,0.165723201,0.760068969,34.99571613,36.77785484,2.505462066,50.43593601,NA,NA,NA,NA,2,3,NA
"966",1743,872,"07-01-2019",2019,182,"11:08:08",23,"B3_R1",6,2,"2",0.00329423,17.6406501,149.0078352,0.132392556,0.776632986,33.76073226,34.14437419,2.495642649,51.54794405,NA,NA,NA,NA,2,3,NA
"967",1745,873,"07-01-2019",2019,182,"14:37:17",23,"B3_R1",6,2,"3",0.004137835,13.12834597,211.6438564,0.125368339,0.776632986,36.21372258,37.22197742,3.287632904,43.1179691,NA,NA,NA,NA,2,3,NA
"968",1747,874,"07-01-2019",2019,182,"17:30:59",23,"B3_R1",6,2,"4",0.002530221,8.000271506,190.0716152,0.067597382,0.776632986,37.35751613,37.52536452,3.664759087,42.60520815,NA,NA,NA,NA,2,3,NA
"969",1749,875,"07-01-2019",2019,182,"12:09:40",78,"B3_R2",1,2,"2",0.007489319,19.18680404,282.9571663,0.317477382,0.776632986,34.7862871,36.54660968,2.459780909,50.76137024,NA,NA,NA,NA,2,4,NA
"970",1751,876,"07-01-2019",2019,182,"15:25:14",78,"B3_R2",1,2,"3",0.005407372,16.35867653,217.496804,0.164064446,0.776632986,38.18793226,38.95669032,3.288476516,49.02656653,NA,NA,NA,NA,2,4,NA
"971",1752,876,"07-28-2019",2019,209,"05:23:52",35,"B2_R2",6,1,"1",0.000456203,-0.763676183,427.65138,0.034373501,0.802600921,23.31982581,24.7121871,1.319890929,49.74776955,-1.4,NA,"No","No",2,2,NA
"972",1753,877,"07-01-2019",2019,182,"18:13:36",78,"B3_R2",1,2,"4",0.000984645,4.512247293,164.7090346,0.032799639,0.776632986,35.49940323,35.79058065,2.92206175,48.88485195,NA,NA,NA,NA,2,4,NA
"973",1754,877,"07-28-2019",2019,209,"8:22:22",35,"B2_R2",6,1,"2",0.005430474,11.52791514,304.7686984,0.287605838,-2.468867793,31.27281935,32.84841935,1.969417519,52.15594073,-7.8,NA,"No","No",2,2,"27"
"974",1755,878,"07-12-2019",2019,193,"9:07:24",78,"B3_R2",2,2,"2",0.002004452,10.3074164,215.0598206,0.097081229,0.760068969,30.41954194,31.30792903,2.063362476,50.11420711,NA,NA,NA,NA,2,4,NA
"975",1756,878,"07-28-2019",2019,209,"11:07:37",35,"B2_R2",6,1,"3",0.007763397,13.82061065,267.9489873,0.245880536,0.791868226,38.60810968,39.43835161,3.201141469,51.13494136,-9.5,NA,"No","No",2,2,"35.9"
"976",1757,879,"07-12-2019",2019,193,"11:46:07",78,"B3_R2",2,2,"3",0.006799779,17.31727407,249.9343615,0.219698754,0.760068969,37.3693871,37.91152581,3.126253465,49.91170734,NA,NA,NA,NA,2,4,NA
