Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Avg Vap Pres (kPa),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (C),qc,Avg Wind Speed (m/s),qc,Wind Run (km),qc,Avg Soil Temp (C),qc
166,Lodi West,San Joaquin Valley,2/16/2002,47,1.58, ,5.4, ,129, ,1, ,15.8, ,4.7, ,10.1, ,96, ,56, ,79, ,6.7, ,0.8, ,68.5, ,10.4, 
166,Lodi West,San Joaquin Valley,2/17/2002,48,1.04, ,5.8, ,102, ,0.9, ,12.8, ,6.8, ,9, ,96,H,61,H,82, ,6.1, ,0.9, ,81.7, ,10.8, 
166,Lodi West,San Joaquin Valley,2/18/2002,49,1.66, ,0, ,140, ,0.9, ,14.8, ,3.2, ,10, ,97, ,55, ,76, ,6.1, ,0.9, ,75.5, ,10.7, 
166,Lodi West,San Joaquin Valley,2/19/2002,50,0.45, ,2.1, ,54, ,1.1, ,12.2, ,9, ,10.7, ,92, ,79, ,88, ,8.8, ,2.1, ,183.1, ,11, 
166,Lodi West,San Joaquin Valley,2/20/2002,51,1.63, ,0, ,130, ,1.4, ,18.8, ,10.6, ,14, ,97, ,70, ,85, ,11.5, ,1.1, ,96.3, ,11.9, 
166,Lodi West,San Joaquin Valley,2/21/2002,52,1.35, ,0.2, ,120, ,1.3, ,18.4, ,7.5, ,11.9, ,98, ,75, ,94, ,10.9, ,0.8, ,66.4, ,12.5, 
166,Lodi West,San Joaquin Valley,2/22/2002,53,1.54, ,0.4, ,132, ,1.3, ,19.4, ,7.4, ,12, ,98, ,78, ,92, ,10.8, ,1, ,83.6, ,12.7, 
166,Lodi West,San Joaquin Valley,2/23/2002,54,2.56, ,0, ,195, ,1.1, ,16.3, ,7.8, ,11.9, ,94, ,52, ,76, ,7.8, ,1.5, ,133.7, ,12.9, 
166,Lodi West,San Joaquin Valley,2/24/2002,55,2.6, ,0, ,197, ,1, ,19.4, ,4.3, ,11.3, ,98, ,46, ,76, ,7.3, ,1.1, ,95.6, ,12.3, 
166,Lodi West,San Joaquin Valley,2/25/2002,56,2.55, ,0.1, ,199, ,1, ,20.8, ,1.4, ,11.2, ,98, ,47, ,79, ,7.6, ,0.6, ,55.2, ,12.1, 
166,Lodi West,San Joaquin Valley,2/26/2002,57,2.48, ,0.1, ,181, ,1.1, ,21.8, ,3.7, ,12.4, ,98, ,49, ,77, ,8.5, ,0.7, ,60.5, ,12.3, 
166,Lodi West,San Joaquin Valley,2/27/2002,58,2.7, ,0, ,195, ,1, ,22.9, ,4.5, ,12.6, ,97, ,36, ,70, ,7.3, ,0.7, ,59.7, ,12.5, 
166,Lodi West,San Joaquin Valley,2/28/2002,59,3.12, ,0.1, ,207, ,0.8, ,22.3, ,1.6, ,11.9, ,98, ,23, ,61, ,4.5, ,1.3, ,113.8, ,12.3, 
166,Lodi West,San Joaquin Valley,3/1/2002,60,3.42, ,0, ,215, ,0.5,Y,18.5, ,4.3, ,10.8, ,64, ,23, ,36,Y,-3.5,Y,2.5, ,214.6, ,11.6, 
166,Lodi West,San Joaquin Valley,3/2/2002,61,2.74, ,0, ,214, ,0.6, ,19.6, ,-1.4,Y,9.6, ,86, ,28, ,53, ,0.5, ,0.9, ,77.3, ,11.1, 
166,Lodi West,San Joaquin Valley,3/3/2002,62,2.75, ,0, ,208, ,0.8, ,20.9, ,0.5, ,10.1, ,97, ,30, ,66, ,4, ,0.6, ,52.3, ,11.3, 
166,Lodi West,San Joaquin Valley,3/4/2002,63,2.85, ,0, ,212, ,0.8, ,20.9, ,1.4, ,10.9, ,97, ,31, ,62, ,3.9, ,0.8, ,68.4, ,11.5, 
166,Lodi West,San Joaquin Valley,3/5/2002,64,2.2, ,1.1, ,167, ,1.1, ,18.3, ,4.8, ,12, ,96, ,50, ,77, ,8, ,1, ,88.5, ,12, 
166,Lodi West,San Joaquin Valley,3/6/2002,65,1.16, ,23.6, ,95, ,1.3, ,17.6, ,10, ,12.8, ,97, ,68, ,88, ,10.9, ,1.7, ,145.7, ,12.8, 
166,Lodi West,San Joaquin Valley,3/7/2002,66,1.67, ,4.7, ,137, ,1, ,15.2, ,3.4, ,9.9, ,96, ,63, ,84, ,7.2, ,2.1, ,180.7, ,12.6, 
166,Lodi West,San Joaquin Valley,3/8/2002,67,2.7, ,0, ,229, ,0.6, ,13.8, ,-0.6,Y,6.2, ,92, ,36, ,64, ,-0.1, ,1.1, ,95.6, ,11.3, 
166,Lodi West,San Joaquin Valley,3/9/2002,68,1.85, ,0, ,153, ,0.8, ,15.6, ,0.5, ,8.7, ,93, ,50, ,71, ,3.7, ,1.1, ,91.9, ,10.8, 
166,Lodi West,San Joaquin Valley,3/10/2002,69,1.76, ,12.7, ,145, ,1.1, ,17.1, ,8.3, ,11.3, ,97, ,57, ,82, ,8.4, ,0.9, ,75.3, ,11.7, 
166,Lodi West,San Joaquin Valley,3/11/2002,70,2.38, ,0, ,182, ,1.1, ,18.2, ,6.1, ,12.4, ,97, ,61, ,80, ,9, ,1, ,84.9, ,12.5, 
166,Lodi West,San Joaquin Valley,3/12/2002,71,2.16, ,0, ,147, ,1.1, ,17.2, ,6.8, ,12.1, ,95, ,63, ,79, ,8.6, ,1.5, ,132.9, ,13, 
166,Lodi West,San Joaquin Valley,3/13/2002,72,2.94, ,0.1, ,232, ,0.7, ,14.6, ,3.3, ,8.4, ,85, ,41, ,68, ,2.8, ,1.5, ,131.8, ,12.4, 
166,Lodi West,San Joaquin Valley,3/14/2002,73,3.25, ,0, ,244,R,0.7, ,15.3, ,1.6, ,8, ,91, ,30, ,61, ,1, ,1.8, ,159.4, ,11.8, 
166,Lodi West,San Joaquin Valley,3/15/2002,74,2.79, ,0, ,226, ,0.8, ,13.9, ,2, ,7.9, ,93, ,40, ,71, ,2.9, ,1.4, ,119.1, ,11.5, 
166,Lodi West,San Joaquin Valley,3/16/2002,75,2.38, ,0, ,192, ,0.7, ,13.8, ,3.4, ,7.9, ,88, ,43, ,67, ,2.1, ,1.5, ,126.7, ,11.5, 
166,Lodi West,San Joaquin Valley,3/17/2002,76,1.18,R,4.5, ,114, ,0.8, ,9.5,Y,1.2, ,5.9, ,96, ,73, ,85, ,3.5, ,1.6, ,135, ,11.3, 
166,Lodi West,San Joaquin Valley,3/18/2002,77,3.36, ,0, ,253,R,0.6, ,16.3, ,0.7, ,8, ,97, ,26, ,55, ,-0.6, ,1.9, ,165.7, ,10.7, 
166,Lodi West,San Joaquin Valley,3/19/2002,78,3.13, ,0, ,240, ,0.8, ,19.5, ,0.3, ,10.1, ,95, ,38, ,64, ,3.5, ,0.8, ,68.7, ,11, 
166,Lodi West,San Joaquin Valley,3/20/2002,79,3.07, ,0, ,219, ,1, ,20.8, ,3.9, ,12.4, ,93, ,44, ,69, ,7, ,0.8, ,72.2, ,11.9, 
166,Lodi West,San Joaquin Valley,3/21/2002,80,2.99,A,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
166,Lodi West,San Joaquin Valley,3/22/2002,81,3.04,A,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
166,Lodi West,San Joaquin Valley,3/23/2002,82,3.1,A,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
166,Lodi West,San Joaquin Valley,3/24/2002,83,3.15,A,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
166,Lodi West,San Joaquin Valley,3/25/2002,84,0,H,0,H,202,H,0.9,H,16.2, ,2.9, ,10,H,90,H,90,H,76, ,6, ,0.8,H,66.2,H,13.1,H
166,Lodi West,San Joaquin Valley,3/26/2002,85,3.62, ,0, ,258, ,1, ,20.8, ,3.9, ,12.3, ,97,H,43,H,69, ,6.9, ,0.9, ,78.8, ,13.1, 
166,Lodi West,San Joaquin Valley,3/27/2002,86,3.98, ,0, ,265, ,1, ,23.2, ,4.7, ,13.6, ,96, ,35, ,65, ,7.3, ,1.3, ,108, ,13.3, 
166,Lodi West,San Joaquin Valley,3/28/2002,87,4.32, ,0, ,265, ,1.1, ,27, ,5.6, ,16.2, ,89, ,29, ,58, ,7.8, ,1.3, ,111.5, ,13.7, 
166,Lodi West,San Joaquin Valley,3/29/2002,88,4.13, ,0, ,262, ,1.2, ,27.3,Y,6.4, ,16.3, ,96, ,36, ,66, ,9.8, ,1, ,83.2, ,14.3, 
166,Lodi West,San Joaquin Valley,3/30/2002,89,4.04, ,0, ,268, ,1.2, ,26.6, ,7.5, ,15.6, ,97, ,36, ,70, ,10.1, ,0.9, ,75.5, ,14.5, 
166,Lodi West,San Joaquin Valley,3/31/2002,90,4.09, ,0.1, ,270, ,1.2, ,27, ,6.5, ,16, ,97, ,38, ,68, ,10.1, ,0.7, ,62.6, ,14.6, 
166,Lodi West,San Joaquin Valley,4/1/2002,91,4.22, ,0, ,267, ,1.3, ,28.6, ,8.1, ,17, ,97, ,31, ,68, ,11, ,0.9, ,75.3, ,14.9, 
166,Lodi West,San Joaquin Valley,4/2/2002,92,4.03, ,0, ,262, ,1.3, ,23.3, ,9.5, ,15.1, ,92, ,54, ,75, ,10.8, ,1.7, ,143.6, ,15.4, 
166,Lodi West,San Joaquin Valley,4/3/2002,93,3.51, ,0, ,242, ,1.2, ,18.2, ,9.9, ,13.1, ,91, ,64, ,79, ,9.6, ,2.1, ,184.7, ,15.2, 
166,Lodi West,San Joaquin Valley,4/4/2002,94,1.49, ,0, ,118, ,1.1, ,16.3, ,9.1, ,12.6, ,91, ,67, ,78, ,8.9, ,1.5, ,125.7, ,14.7, 
166,Lodi West,San Joaquin Valley,4/5/2002,95,2.76, ,0, ,191, ,1.2, ,20.3, ,9.5, ,13.8, ,91, ,49, ,73, ,9.1, ,1, ,89.7, ,14.8, 
166,Lodi West,San Joaquin Valley,4/6/2002,96,3.7, ,0, ,249, ,1.2, ,21, ,8.4, ,14.1, ,94, ,53, ,75, ,9.8, ,1.4, ,117.4, ,15, 
166,Lodi West,San Joaquin Valley,4/7/2002,97,4.03, ,0, ,271, ,1.3, ,23.2, ,5.2, ,14.4, ,97, ,50, ,76, ,10.3, ,1, ,86, ,14.8, 
166,Lodi West,San Joaquin Valley,4/8/2002,98,3.78, ,0, ,252, ,1.2, ,21, ,6.5, ,13.7, ,97, ,56, ,79, ,10.1, ,1.4, ,117.8, ,15, 
166,Lodi West,San Joaquin Valley,4/9/2002,99,0.8, ,0.2, ,84, ,1.3, ,17.1, ,9.1, ,13.3, ,94, ,75, ,85, ,10.8, ,1, ,82.2, ,14.8, 
166,Lodi West,San Joaquin Valley,4/10/2002,100,4.11, ,0, ,266, ,1.3, ,22.4, ,10.6, ,15.8, ,95, ,50, ,73, ,11, ,1.4, ,121.1, ,15, 
166,Lodi West,San Joaquin Valley,4/11/2002,101,3.59, ,0, ,225, ,1.3, ,23.1, ,10.7, ,16.2, ,91, ,53, ,72, ,11.2, ,1.3, ,109.4, ,15.5, 
166,Lodi West,San Joaquin Valley,4/12/2002,102,4.71, ,0, ,277, ,1.2, ,26.9, ,6.6, ,16.9, ,97, ,28, ,64, ,10.1, ,1.2, ,105.2, ,15.5, 
166,Lodi West,San Joaquin Valley,4/13/2002,103,4.88, ,0, ,280, ,1.4, ,29.7, ,7, ,19.1, ,97, ,32, ,62, ,11.5, ,1, ,83, ,15.6, 
166,Lodi West,San Joaquin Valley,4/14/2002,104,5.11, ,0, ,286, ,1.4, ,26.4, ,8.3, ,18, ,92, ,45, ,69, ,12.2, ,1.9, ,165.3, ,16.4, 
166,Lodi West,San Joaquin Valley,4/15/2002,105,3.68, ,0, ,247, ,0.7, ,17.3, ,5.6, ,11.1, ,89, ,37, ,55, ,2.5, ,1.5, ,131.2, ,15.6, 
166,Lodi West,San Joaquin Valley,4/16/2002,106,2.69, ,3.5, ,191, ,0.9, ,16.2, ,3.4, ,9.8, ,96, ,41, ,71, ,4.8, ,1.5, ,125.7, ,14.2, 
166,Lodi West,San Joaquin Valley,4/17/2002,107,4.12, ,0, ,297, ,0.8, ,16.2, ,5.7, ,10.5, ,90, ,40, ,65, ,4.1, ,1.7, ,145.9, ,13.2, 
166,Lodi West,San Joaquin Valley,4/18/2002,108,4, ,0, ,279, ,0.8, ,17.9, ,3.7, ,10, ,94, ,31, ,62, ,3.2, ,1.3, ,112.7, ,13.8, 
166,Lodi West,San Joaquin Valley,4/19/2002,109,5.02, ,0, ,308, ,0.7, ,22.1, ,2.2, ,12.9, ,88, ,25, ,49, ,2.4, ,1.5, ,129.3, ,13.2, 
166,Lodi West,San Joaquin Valley,4/20/2002,110,4.63, ,0, ,306, ,0.9, ,22.9, ,3.8, ,13.1, ,90, ,32, ,60, ,5.5, ,1.1, ,98.5, ,13.1, 
166,Lodi West,San Joaquin Valley,4/21/2002,111,4.62, ,0, ,301, ,1, ,24.1, ,5, ,14.3, ,94, ,30, ,60, ,6.5, ,0.9, ,76.8, ,13.4, 
166,Lodi West,San Joaquin Valley,4/22/2002,112,4.98,R,0, ,304, ,1, ,26.9, ,4.6, ,16.7, ,96, ,30, ,54, ,7.5, ,0.8, ,70.3, ,13.7, 
166,Lodi West,San Joaquin Valley,4/23/2002,113,5.16, ,0, ,305, ,1.1, ,30.1, ,5.2, ,17.6, ,94, ,23, ,53, ,8.1, ,1.1, ,90.8, ,14.2, 
166,Lodi West,San Joaquin Valley,4/24/2002,114,4.51, ,0, ,282, ,1.2, ,21.9, ,11.2, ,15.5, ,85, ,49, ,66, ,9.2, ,1.6, ,142, ,14.8, 
166,Lodi West,San Joaquin Valley,4/25/2002,115,4.4, ,0, ,271, ,1.2, ,22.5, ,10.6, ,15.8, ,87, ,46, ,66, ,9.5, ,1.4, ,119.3, ,15, 
166,Lodi West,San Joaquin Valley,4/26/2002,116,2.58, ,0.6, ,183, ,1.1, ,16.5, ,8.3, ,12.6, ,91, ,59, ,74, ,8.1, ,1.3, ,114.8, ,15, 
166,Lodi West,San Joaquin Valley,4/27/2002,117,3.97, ,0, ,260, ,0.8, ,17.2, ,7.3, ,12.3, ,83, ,37, ,59, ,4.5, ,1.6, ,137.2, ,14.9, 
166,Lodi West,San Joaquin Valley,4/28/2002,118,3.59, ,0, ,244, ,0.8, ,18.1, ,4.9, ,11.7, ,90, ,37, ,58, ,3.7, ,0.9, ,78.3, ,14.8, 
166,Lodi West,San Joaquin Valley,4/29/2002,119,1.22,R,0.8, ,103, ,1, ,16.3, ,7, ,10.9, ,89, ,58, ,73, ,6.3, ,0.9, ,73.5, ,14.8, 
166,Lodi West,San Joaquin Valley,4/30/2002,120,3.19, ,0, ,224, ,0.9, ,17.4, ,4.1, ,11.2, ,93, ,50, ,70, ,6, ,1.2, ,107.9, ,14.4, 
166,Lodi West,San Joaquin Valley,5/1/2002,121,4, ,0, ,270, ,1, ,19.7, ,5.6, ,13.1, ,93, ,44, ,68, ,7.3, ,1.2, ,104.2, ,14.7,Y
166,Lodi West,San Joaquin Valley,5/2/2002,122,4.73, ,0, ,309, ,1.1, ,21.4, ,6.7, ,13.8, ,94, ,50, ,70, ,8.5, ,1.2, ,105.5, ,15.5, 
166,Lodi West,San Joaquin Valley,5/3/2002,123,4.62, ,0, ,308, ,1.1, ,21, ,3.1, ,12.7, ,97, ,47, ,72, ,7.8, ,1.1, ,98.3, ,15.7, 
166,Lodi West,San Joaquin Valley,5/4/2002,124,5.1, ,0, ,310, ,1.2, ,26.3, ,5.8, ,16, ,95, ,39, ,67, ,9.8, ,1, ,89, ,16.1, 
166,Lodi West,San Joaquin Valley,5/5/2002,125,5.5, ,0, ,316, ,1.1, ,28.3, ,5.4, ,17.6, ,97, ,27, ,56, ,8.6, ,1.1, ,97.5, ,16.6, 
166,Lodi West,San Joaquin Valley,5/6/2002,126,5.42, ,0, ,321, ,1, ,24.7, ,8.2, ,16.4, ,85, ,34, ,54, ,6.9, ,1.3, ,114.6, ,17, 
166,Lodi West,San Joaquin Valley,5/7/2002,127,5.28, ,0, ,321, ,0.9, ,23.5, ,5.8, ,14.6, ,92, ,20, ,52, ,4.9, ,1.3, ,113.7, ,16.7, 
166,Lodi West,San Joaquin Valley,5/8/2002,128,5.62, ,0, ,332, ,0.7,Y,26.1, ,7.3, ,16.5, ,80, ,16, ,36,Y,1.4,Y,1.2, ,103.3, ,16.6, 
166,Lodi West,San Joaquin Valley,5/9/2002,129,5.34, ,0, ,331, ,0.8, ,24.1, ,4.6, ,14.6, ,88, ,25, ,49, ,4, ,1.1, ,92.4, ,16.4, 
166,Lodi West,San Joaquin Valley,5/10/2002,130,4.85, ,0, ,302, ,0.9, ,21.8, ,7.5, ,14.6, ,81, ,35, ,53, ,5.1, ,1.4, ,120.4, ,16.5, 
166,Lodi West,San Joaquin Valley,5/11/2002,131,5.79, ,0, ,329, ,0.9, ,27.4, ,7.5, ,18, ,85, ,21, ,43, ,5.1, ,1.3, ,109.2, ,16.7, 
166,Lodi West,San Joaquin Valley,5/12/2002,132,5.17, ,0, ,289, ,1, ,29.5, ,5.9, ,18.8, ,86, ,23, ,44, ,6.4, ,0.8,Y,71.6,Y,17, 
166,Lodi West,San Joaquin Valley,5/13/2002,133,5.75, ,0, ,328, ,0.9, ,25.2, ,9.6, ,16.9, ,82, ,26, ,47, ,5.5, ,1.5, ,125.6, ,17.3, 
166,Lodi West,San Joaquin Valley,5/14/2002,134,5.75, ,0, ,331, ,1.1, ,29, ,4.9, ,17.2, ,95, ,28, ,54, ,7.9, ,1.2, ,105.8, ,17.3, 
166,Lodi West,San Joaquin Valley,5/15/2002,135,5.73, ,0, ,319, ,1.1, ,29.5, ,7.1, ,18.8, ,93, ,27, ,51, ,8.4, ,1.2, ,102.3, ,17.6, 
166,Lodi West,San Joaquin Valley,5/16/2002,136,6.09, ,0, ,333, ,1, ,29.5, ,10, ,19.6, ,82, ,21, ,45, ,7.2, ,1.4, ,120.9, ,18, 
166,Lodi West,San Joaquin Valley,5/17/2002,137,5.86, ,0, ,328, ,1.1, ,28.1, ,7.3, ,17.8, ,89, ,30, ,54, ,8.3, ,1.3, ,109.3, ,18.1, 
166,Lodi West,San Joaquin Valley,5/18/2002,138,5.08, ,0, ,307, ,0.9, ,22.7, ,6.4, ,14.2, ,92, ,28, ,54, ,5, ,1.5, ,127.7, ,17.9, 
166,Lodi West,San Joaquin Valley,5/19/2002,139,2.17, ,2.6, ,159, ,1.2, ,19.7, ,6.3, ,13.6, ,94, ,52, ,75, ,9.3, ,1, ,85.2, ,17.3, 
166,Lodi West,San Joaquin Valley,5/20/2002,140,1.83, ,13.8, ,144, ,1.1, ,17, ,9.1, ,12, ,96, ,57, ,81, ,8.8, ,1.3, ,110.7, ,16.8, 
166,Lodi West,San Joaquin Valley,5/21/2002,141,2.91, ,3.1, ,206, ,1.1, ,18.7, ,9.4, ,13.1, ,95, ,49, ,74, ,8.7, ,1.2, ,100.5, ,16.8, 
166,Lodi West,San Joaquin Valley,5/22/2002,142,5.25, ,0, ,341, ,1, ,22.2, ,6.7, ,14.8, ,94, ,32, ,60, ,7.1, ,1.1, ,99.1, ,17.3, 
166,Lodi West,San Joaquin Valley,5/23/2002,143,5.89, ,0, ,349, ,1, ,26.8, ,7.6, ,17.7, ,92, ,22, ,49, ,7, ,1.3, ,109.4, ,17.9, 
166,Lodi West,San Joaquin Valley,5/24/2002,144,5.91, ,0, ,338, ,1.1, ,30.2, ,9.4, ,20.4, ,89, ,23, ,46, ,8.3, ,0.8,Y,73.4,Y,18.4, 
166,Lodi West,San Joaquin Valley,5/25/2002,145,6, ,0, ,329, ,1.2, ,30.3, ,9.4, ,19.3, ,95, ,24, ,54, ,9.8, ,1.2, ,106.2, ,18.7, 
166,Lodi West,San Joaquin Valley,5/26/2002,146,5.65, ,0, ,323, ,1.2, ,25.5, ,8.4, ,17.5, ,96, ,41, ,62, ,10, ,1.4, ,121, ,18.8, 
166,Lodi West,San Joaquin Valley,5/27/2002,147,5.45, ,0, ,312, ,1.3, ,25.8, ,10.4, ,18.3, ,88, ,34, ,60, ,10.4, ,1.6, ,137.3, ,19, 
166,Lodi West,San Joaquin Valley,5/28/2002,148,5.58, ,0, ,318, ,1.6, ,27.7, ,12.8, ,19.6, ,90, ,47, ,69, ,13.6, ,1.5, ,128.2, ,19.5, 
166,Lodi West,San Joaquin Valley,5/29/2002,149,6.14, ,0, ,335, ,1.8, ,32.4, ,13.5, ,23.4, ,95, ,40, ,62, ,15.8, ,1.1, ,92.2, ,23.8,Y
166,Lodi West,San Joaquin Valley,5/30/2002,150,6.42, ,0, ,335, ,1.8, ,34.8, ,16.9, ,25.3, ,94, ,30, ,55, ,15.6, ,0.9, ,78, ,,S
166,Lodi West,San Joaquin Valley,5/31/2002,151,6.33, ,0, ,339, ,1.4, ,32.5, ,13.2, ,21.7, ,92, ,25, ,54, ,12.1, ,1.1, ,97.3, ,25.6,R
166,Lodi West,San Joaquin Valley,6/1/2002,152,5.05, ,0, ,291, ,1.3, ,26.3, ,11, ,17.5, ,92, ,36, ,63, ,10.4, ,1.1, ,99.1, ,25.2,Y
166,Lodi West,San Joaquin Valley,6/2/2002,153,5.67, ,0, ,337, ,1.2, ,26.4, ,7.5, ,17, ,96, ,39, ,63, ,9.9, ,1.2, ,101.3, ,24.5, 
166,Lodi West,San Joaquin Valley,6/3/2002,154,5.91, ,0, ,328, ,1.3, ,29.6, ,9.7, ,19.7, ,91, ,37, ,58, ,11.3, ,1.2, ,102.6, ,24.3, 
166,Lodi West,San Joaquin Valley,6/4/2002,155,6.57, ,0, ,336, ,1.4, ,33.9, ,12.1, ,23.7, ,78, ,29, ,48, ,11.9, ,1.2, ,101.7, ,24.4, 
166,Lodi West,San Joaquin Valley,6/5/2002,156,6.81, ,0, ,344, ,1.7, ,36.5, ,14.9, ,26.5, ,83, ,31, ,49, ,14.9, ,1.1, ,97.5, ,24.8,Y
166,Lodi West,San Joaquin Valley,6/6/2002,157,6.78, ,0, ,345, ,1.4, ,33.9, ,16, ,24.7, ,74, ,24, ,45, ,11.9, ,1.2, ,104.9, ,25.1,Y
166,Lodi West,San Joaquin Valley,6/7/2002,158,6.42, ,0, ,344, ,1.2, ,30.2, ,12.7, ,21.6, ,78, ,29, ,46, ,9.6, ,1.3, ,114, ,24.5, 
166,Lodi West,San Joaquin Valley,6/8/2002,159,6.86, ,0, ,352, ,0.7,Y,26.5, ,14.5, ,20.1, ,75, ,18, ,31,Y,2.7,Y,2.2, ,187.8, ,23.9, 
166,Lodi West,San Joaquin Valley,6/9/2002,160,7.26, ,0, ,348, ,0.7,Y,26, ,13.9, ,20.3, ,42, ,23, ,31,Y,2.5,Y,2.8, ,244.7, ,23.1, 
166,Lodi West,San Joaquin Valley,6/10/2002,161,6.55, ,0, ,335, ,1.1, ,30.1, ,14.5, ,22.1, ,64, ,23, ,40, ,8, ,1.4, ,117.2, ,22.9, 
166,Lodi West,San Joaquin Valley,6/11/2002,162,6.48, ,0, ,340, ,1.3, ,32.6, ,11.6, ,22.5, ,86, ,24, ,46, ,10.3, ,1.1, ,94.3, ,22.8, 
166,Lodi West,San Joaquin Valley,6/12/2002,163,5.93, ,0, ,336, ,1.3, ,26.3, ,12.7, ,18.7, ,86, ,43, ,62, ,11.4, ,1.8, ,153.9, ,22.9, 
166,Lodi West,San Joaquin Valley,6/13/2002,164,5.61, ,0, ,333, ,1.3, ,24.9, ,11.1, ,16.7, ,92, ,46, ,68, ,10.7, ,1.7, ,143.4, ,22.7, 
166,Lodi West,San Joaquin Valley,6/14/2002,165,5.81, ,0, ,338, ,1.2, ,26.2, ,8.6, ,17.1, ,92, ,41, ,63, ,10, ,1.3, ,111.9, ,22.2, 
166,Lodi West,San Joaquin Valley,6/15/2002,166,6.24, ,0, ,343, ,1.1, ,29.8, ,7.3, ,18.3, ,95, ,21, ,54, ,8.8, ,1.2, ,102, ,21.8, 
166,Lodi West,San Joaquin Valley,6/16/2002,167,6.43, ,0, ,346, ,1.1, ,28.9, ,6.2,Y,18.9, ,92, ,27, ,51, ,8.6, ,1.3, ,115.5, ,21.6, 
166,Lodi West,San Joaquin Valley,6/17/2002,168,6.33, ,0, ,334, ,1.3, ,30.1, ,11.1, ,21.2, ,80, ,31, ,51, ,10.7, ,1.5, ,128.9, ,21.8, 
166,Lodi West,San Joaquin Valley,6/18/2002,169,6.18, ,0, ,327, ,1.6, ,29.4, ,17.2,Y,22.8, ,78, ,44, ,59, ,14.3, ,1.7, ,143.3, ,22.7, 
166,Lodi West,San Joaquin Valley,6/19/2002,170,6.66, ,0, ,336, ,1.4, ,32.7, ,13.1, ,23.1, ,85, ,28, ,48, ,11.5, ,1.3, ,116.5, ,24.5, 
166,Lodi West,San Joaquin Valley,6/20/2002,171,6.13, ,0, ,333, ,1.3, ,28.7, ,10.3, ,19.5, ,93, ,37, ,58, ,11, ,1.2, ,101.7, ,25.5,Y
166,Lodi West,San Joaquin Valley,6/21/2002,172,5.53, ,0, ,338, ,1.3, ,24.4, ,9.3, ,16.6, ,95, ,45, ,68, ,10.6, ,1,Y,84.2,Y,23.3, 
166,Lodi West,San Joaquin Valley,6/22/2002,173,5.34, ,0, ,319, ,1.5, ,26.7, ,9.3, ,17.7, ,95, ,47, ,72, ,12.6, ,1,Y,87.6,Y,22, 
166,Lodi West,San Joaquin Valley,6/23/2002,174,6.14, ,0, ,341, ,1.4, ,28.2, ,9.9, ,19.3, ,95, ,38, ,61, ,11.6, ,1.2, ,100.9, ,22.2, 
166,Lodi West,San Joaquin Valley,6/24/2002,175,6.15, ,0, ,346, ,1.5, ,31.4, ,9.1, ,20.7, ,96, ,34, ,61, ,12.9, ,1,Y,86.4,Y,22.3, 
166,Lodi West,San Joaquin Valley,6/25/2002,176,6.44, ,0, ,344, ,1.6, ,33.8, ,11.6, ,22.6, ,92, ,28, ,57, ,13.8, ,1,Y,86.3,Y,22.9, 
166,Lodi West,San Joaquin Valley,6/26/2002,177,5.43, ,0, ,314, ,1.5, ,27.2, ,12, ,19, ,92, ,49, ,69, ,13.1, ,1.3, ,112.3, ,23.1, 
166,Lodi West,San Joaquin Valley,6/27/2002,178,6.21, ,0, ,340, ,1.5, ,29.4, ,10.5, ,20, ,96, ,41, ,65, ,13.1, ,1.4, ,117.8, ,22.7, 
166,Lodi West,San Joaquin Valley,6/28/2002,179,5.82, ,0, ,328, ,1.5, ,27.5, ,12.3, ,19.9, ,91, ,45, ,66, ,13.4, ,1.2, ,102.5, ,22.7, 
166,Lodi West,San Joaquin Valley,6/29/2002,180,6.36, ,0, ,336, ,1.7, ,30.9, ,13.1, ,22.5, ,90, ,37, ,61, ,14.5, ,1.3, ,108.6, ,22.9, 
166,Lodi West,San Joaquin Valley,6/30/2002,181,6.6, ,0, ,342, ,1.7, ,34.2, ,14.9, ,24.9, ,88, ,33, ,55, ,15.3, ,1.1, ,91, ,23.4, 
166,Lodi West,San Joaquin Valley,7/1/2002,182,6.72, ,0, ,336, ,1.7, ,35.9, ,13.8, ,25.7, ,93, ,30, ,52, ,15, ,1,Y,84.9,Y,23.7, 
166,Lodi West,San Joaquin Valley,7/2/2002,183,6.25, ,0, ,327, ,1.5, ,30.6, ,15.1, ,22.7, ,76, ,34, ,55, ,13.2, ,1.3, ,109.5, ,23.9, 
166,Lodi West,San Joaquin Valley,7/3/2002,184,6.16, ,0, ,348, ,1.3, ,28.8, ,11.2, ,19.7, ,92, ,36, ,58, ,11.3, ,1.2, ,107.1, ,23.3, 
166,Lodi West,San Joaquin Valley,7/4/2002,185,6.29, ,0, ,344, ,1.3, ,30.2, ,10.6, ,20.5, ,88, ,36, ,55, ,11.1, ,1.1, ,93.2, ,22.8, 
